gene_sz_lastname;gene_sz_firstname;country;gene_i_birthdate;gene_i_size;gene_i_weight;charac_i_plain;charac_i_mountain;charac_i_downhilling;charac_i_cobble;charac_i_timetrial;charac_i_prologue;charac_i_sprint;charac_i_acceleration;charac_i_endurance;charac_i_resistance;charac_i_recuperation;charac_i_hill;charac_i_baroudeur
Tercero;Fernando;Spain;20011228;182;65;61;70;61;60;63;61;60;64;62;63;65;66;64
Vilches;Mario;Spain;19980826;169;54;61;63;61;60;60;60;61;63;61;62;60;62;61
Wurf;Cameron;Australia;19830803;171;71;72;62;64;66;68;64;65;65;75;74;67;64;64
Mowatt;James;Australia;19900528;0;0;61;60;60;60;60;61;62;62;60;61;60;60;61
Aponik;Dan;Guam;19720517;0;0;60;60;60;60;60;60;60;61;60;61;60;60;61
Bunn;Nathan;New Zealand;19890330;0;0;61;60;60;60;60;60;60;60;60;60;60;60;60
Clark;Boris;New Zealand;19950128;0;0;60;60;61;60;60;60;60;61;60;62;60;63;62
Duverger;Romain-Guillaume;France;19850302;0;0;61;60;61;60;60;60;61;63;61;62;60;62;64
Fitzwater;Matias;New Zealand;19980329;0;0;61;60;61;61;60;60;60;61;60;61;60;62;62
Green;Simeon;United Kingdom;19790606;185;70;61;60;60;60;60;60;60;60;60;61;60;60;61
Horton;Derek;Guam;19720926;183;70;60;60;60;60;60;60;60;60;60;60;60;60;61
Klajnblat;Jake;Australia;19940322;0;0;61;61;60;60;60;60;60;60;60;61;60;60;61
Lombard II;Peter;Guam;19760524;170;73;60;60;61;61;60;60;60;60;60;60;60;60;61
Martin;Jonathan;Guam;19851009;0;0;60;60;60;60;60;60;60;61;60;62;60;60;61
Peyroton-Dartet;Thomas;France;19850709;0;0;62;60;61;60;60;60;61;62;62;63;60;61;63
Popstefanov;Gorgi;United States;19870719;0;0;61;60;63;62;62;62;60;62;61;63;61;62;64
Soula;Guillaume;France;19801029;0;0;61;60;60;60;60;60;60;60;60;62;60;61;61
Vainionpää;Oskari;Finland;19950807;0;0;63;60;64;63;63;63;65;66;64;64;62;62;63
Larsen;Trond;Finland;19900204;0;0;64;60;65;63;64;67;64;65;62;64;61;62;65
Pietikainen;Sauli;Finland;19960516;0;0;64;61;62;60;64;65;62;65;65;66;63;65;66
Abbou;Mohamed;Morocco;19990216;0;0;62;60;60;60;60;61;63;63;60;62;60;61;61
El Hakari;Abdelhakim;Morocco;19890816;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Chaoufi;Tarik;Morocco;19860226;174;65;63;60;61;60;60;61;65;65;63;65;60;61;64
Chaqri;Aziz;Morocco;19910924;0;0;62;61;63;60;60;60;63;66;63;66;61;63;68
El Kouraji;Mohcine;Morocco;19971201;0;0;64;61;62;60;64;65;65;67;63;66;64;65;64
Gaiz;Haitam;Morocco;19940225;0;0;62;63;62;60;62;62;62;63;61;63;60;63;62
Harakat;Othman;Morocco;19980422;0;0;63;60;60;60;63;63;60;61;61;61;60;60;61
Imad;Sarbouli;Morocco;20010713;0;0;61;60;61;60;60;60;60;61;60;61;60;61;61
El Mejdoubi;Lahcen;Morocco;20010612;0;0;62;60;61;60;60;61;63;64;61;62;60;61;62
Maatougui;Otman;Morocco;19871110;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Zahboune;Hassan;Morocco;19840316;0;0;62;60;61;60;61;61;60;63;63;63;60;62;65
Yavuz;Emre;Turkey;19960110;0;0;64;61;64;60;61;60;67;69;65;65;62;64;65
Kaygisiz;Zeki;Turkey;19980423;0;0;61;60;60;60;60;60;60;60;60;61;60;60;61
Valiente;Eric;Spain;19920706;0;0;62;63;61;60;60;60;62;64;63;63;60;64;62
Castrillo;Pablo;Spain;20010102;183;63;61;62;61;60;61;61;60;62;61;61;62;63;61
Cobo;Iván;Spain;20000201;186;63;63;68;64;60;62;62;64;66;63;65;63;68;63
Esparza;Unai;Spain;20000206;161;55;60;61;62;60;60;60;60;62;61;61;60;62;63
Fernández;Sinuhé;Spain;20000615;181;56;61;70;68;60;60;60;60;61;61;63;63;65;63
García Pierna;Raúl;Spain;20010223;175;67;69;70;66;60;72;73;64;68;66;73;67;73;70
Gil;Jon;Spain;20010325;173;55;60;60;61;60;60;60;60;61;60;61;60;61;60
Ginestar;Pepe;Spain;20010215;182;70;61;60;60;60;61;61;60;60;60;60;60;60;60
González;Mateo;Spain;20001124;183;65;61;60;60;62;60;60;62;62;60;61;60;60;62
Ibáñez;Javier;Spain;20011129;188;70;61;60;62;61;61;61;60;61;60;60;60;61;61
Jaime;Álex;Spain;19980929;183;68;67;64;63;60;62;62;69;71;66;67;64;69;64
López;Jordi;Spain;19980814;170;59;64;66;64;60;61;64;66;69;67;66;65;71;62
Miquel;Pau;Spain;20000820;180;60;69;69;69;63;61;61;66;68;71;72;68;72;69
Retegi;Mikel;Spain;20010427;177;64;62;62;62;60;60;60;63;65;62;62;63;64;61
Robert;Ferran;Spain;19980502;178;61;62;62;60;60;61;62;62;63;61;62;61;62;60
Rosal;Juan José;Spain;20010718;188;70;60;61;60;60;61;60;60;61;60;61;60;61;61
Rota;Raúl;Spain;19991118;174;64;61;60;62;62;60;61;61;62;61;62;60;62;60
Ruiz;Carlos;Spain;19970707;181;68;61;61;61;60;60;60;62;62;61;61;60;62;63
Sánchez;Eugenio;Spain;19990310;179;60;62;64;61;60;60;60;62;65;63;63;64;65;64
Uriarte;Diego;Spain;20011026;180;68;60;60;60;60;64;62;60;61;60;61;60;61;61
Westley;Dylan;United Kingdom;20010313;176;54;61;61;61;60;61;61;61;62;61;62;61;62;60
Bustamante;Adrián;Colombia;19980610;0;0;64;67;63;60;65;64;61;66;60;63;67;65;65
Slattery;Godfrey;Australia;19990416;0;0;66;60;61;60;60;60;66;67;61;65;63;62;63
Hamza;Yacine;Algeria;19970418;0;0;71;60;64;60;60;60;71;71;69;69;67;66;64
Yemane;Dawit;Eritrea;19980101;0;0;67;72;64;60;64;62;65;70;66;69;65;70;71
Novardianto;Jamalidin;Indonesia;19941117;168;69;70;62;66;62;62;61;68;71;65;70;67;68;74
Atapuma;Duvan Camilo;Colombia;19970401;0;0;61;65;60;60;62;60;61;63;61;62;61;63;61
Barboza;Juan Manuel;Colombia;20000927;0;0;62;60;60;60;70;67;61;60;60;65;60;60;60
Contreras;Yuber;Colombia;19940703;0;0;62;66;60;60;60;60;60;61;60;61;62;64;61
Maca;Leison Damian;Colombia;19980629;0;0;62;60;60;60;61;60;62;61;60;60;62;60;61
Rincon;Yeison;Colombia;19970818;0;0;62;67;61;60;61;61;61;68;60;64;64;64;67
Tabares;Jordan;Colombia;19960723;0;0;60;63;60;60;60;60;60;60;60;62;62;61;60
Baak;Jord;Netherlands;20000611;194;73;62;60;60;61;60;60;63;62;61;62;60;60;60
Brabander;Nick;Netherlands;20000331;192;80;64;60;60;60;60;60;69;67;60;60;60;61;60
Eising;Tijmen;Netherlands;19910327;198;85;71;60;71;60;62;60;63;62;64;69;62;61;69
Kroonen;Max;Netherlands;20000823;187;79;69;60;62;64;60;60;66;67;64;66;64;64;72
Van Ekeren;Niels;Netherlands;20000309;180;74;65;60;60;63;60;60;62;61;62;62;61;61;61
Wolfenbuttel;Nils;Netherlands;19960526;194;79;68;60;60;64;60;60;64;62;67;67;60;60;64
Cano Acevedo;Kevin Jhojan;Colombia;19970604;0;0;62;67;61;60;60;60;60;64;61;64;63;64;67
Pirard;Maxim;Belgium;19970731;0;0;63;62;64;61;60;60;60;60;73;69;62;63;63
Colon;Johan;Colombia;19950826;0;0;65;60;60;60;60;62;69;70;60;64;62;65;61
Gomez;David Santiago;Colombia;19990122;0;0;62;60;60;60;63;63;60;60;60;62;60;61;60
Munoz;Edison;Colombia;19950507;0;0;63;61;61;60;60;60;63;67;60;63;62;64;70
Ortiz;Edward Stiver;Colombia;19800512;0;0;68;62;67;60;63;61;65;65;65;68;68;62;71
Osorio;Danny;Colombia;19880624;0;0;65;72;62;60;64;62;61;67;63;66;70;69;68
Villada;Juan Esteban;Colombia;19981022;0;0;61;61;61;60;61;60;60;60;61;62;62;62;61
Zapata Morales;Camilo;Colombia;20001029;0;0;60;61;60;60;60;60;60;61;60;60;60;61;61
Cevini;Peter;Italy;19910804;178;61;60;63;61;60;62;60;60;60;60;61;62;62;62
Devaux;Thomas;France;19970129;0;0;62;69;64;61;60;60;62;65;61;64;61;65;67
Andrijanovs;Reinis;Latvia;19880409;0;0;61;60;60;61;60;60;62;61;60;60;60;60;60
Petelin;Charly;Luxembourg;19940318;0;0;60;60;60;60;61;60;60;60;60;61;60;61;61
Silva;Igor Alberto;Angola;19841022;0;0;65;60;60;60;61;64;60;60;62;64;60;61;64
Museeuw;Stefano;Belgium;19970601;0;0;66;60;63;64;60;60;62;61;60;62;61;60;68
Van der Merwe;Juan-Pierre;South Africa;19990110;0;0;68;60;62;60;60;60;66;64;62;68;63;63;62
Mein;Thomas;United Kingdom;19990112;185;71;61;63;75;63;60;61;64;67;60;66;61;65;66
Merchan;Didier;Colombia;19990726;167;57;64;74;60;60;61;62;60;67;62;64;68;69;66
Degueurce;Joffrey;France;19970824;182;69;60;60;60;60;60;62;60;61;60;61;60;60;60
Cote;Jose;Venezuela;20000612;0;0;60;60;60;60;60;60;60;61;60;60;60;60;61
Flores;Junior;Venezuela;19920114;0;0;60;62;60;60;60;60;60;60;60;60;61;60;60
Maigua;Rumy;Venezuela;20001222;0;0;60;60;60;60;60;60;60;61;60;60;60;60;61
Parra;Ruben;Venezuela;19870209;0;0;62;60;60;60;60;60;61;61;60;60;61;62;60
Dima;Andrei;Romania;20000222;0;0;60;60;60;60;60;60;60;61;60;60;60;60;61
Muller;Maxim;Czech Republic;20011113;0;0;61;60;60;60;60;61;60;60;60;60;60;60;60
Akbas;Soner;Turkey;19960614;0;0;61;60;60;60;60;60;63;62;64;61;60;61;60
Bahtiyar;Üzeyir;Turkey;20010822;0;0;60;60;60;60;60;60;60;61;60;60;60;60;60
Lucero;Alfredo;Argentina;19790208;0;0;67;63;62;60;62;61;63;61;62;64;61;61;63
Soto;Catriel Andres;Argentina;19870429;0;0;61;60;66;61;60;61;60;63;60;62;60;61;63
Torres;Fernando Joel;Argentina;19940521;0;0;64;60;60;60;60;60;62;61;60;61;60;60;61
Yao;Chengwei;China;19960729;0;0;60;60;60;60;60;60;62;61;60;60;62;60;60
Harvey;James;New Zealand;20020531;0;0;64;60;61;60;61;61;63;64;61;62;64;62;65
Dean;Braeden;Australia;19960110;0;0;61;60;60;60;60;60;60;61;60;60;60;60;60
Willcox;John;Canada;19981004;0;0;61;60;60;60;60;61;60;60;60;60;60;61;60
Chevalier;Maxime;France;19990516;178;60;70;72;67;63;67;69;64;70;73;71;71;72;71
Toupalík;Jakub;Czech Republic;20010717;180;65;66;67;74;63;62;64;64;71;62;69;66;70;68
Boucek;Jakub;Czech Republic;20010123;0;0;64;65;64;60;65;64;62;66;66;67;65;68;64
Blasko;Matej;Slovakia;20000409;0;0;61;60;61;60;61;61;62;63;60;61;60;60;60
Capek;Tomas;Czech Republic;19981030;0;0;60;60;60;60;60;60;62;61;60;60;60;60;60
Foltan;Adam;Slovakia;20000507;0;0;63;60;62;60;61;63;67;69;60;62;64;62;64
Gajdula;Marek;Slovakia;20010427;0;0;61;62;62;60;60;60;60;61;62;62;61;62;61
Habermann;Richard;Czech Republic;19990329;0;0;65;60;62;60;60;60;61;64;64;64;60;62;65
Hetfleis;Petr;Czech Republic;20010502;0;0;62;60;60;60;60;60;60;61;60;61;60;61;62
Klabouch;Petr;Czech Republic;19990814;0;0;62;62;61;60;61;61;61;64;61;63;64;65;72
Kohout;Martin;Czech Republic;19980928;0;0;64;60;60;60;60;60;60;61;62;62;60;61;63
Petruš;Jirí;Czech Republic;19960618;178;64;66;61;62;62;60;60;65;68;65;66;63;65;66
Repa;Vojtech;Czech Republic;20000814;184;71;66;70;64;60;63;66;63;68;67;70;65;71;72
Proc;Bartlomiej;Poland;19991212;0;0;65;60;61;60;60;60;68;69;60;63;64;61;60
?emažar;Nik;Slovenia;19990802;0;0;65;70;63;60;66;63;62;66;64;67;64;68;67
George;Alfred;United Kingdom;20011030;0;0;65;60;61;64;62;63;64;64;62;66;60;62;61
Benedetti;Gabriele;Italy;20000609;169;63;65;66;64;60;60;60;63;67;68;66;62;70;63
Martinez;Miguel;France;19760117;164;50;63;61;65;67;60;60;64;64;65;66;62;66;63
Champion;Thomas;France;19990908;193;70;63;72;70;60;64;62;60;63;64;67;71;68;67
Balfour;Stuart;United Kingdom;19970513;0;0;64;70;65;62;64;62;60;63;64;66;70;66;64
Miller;Barry;United States;19881205;170;58;62;69;60;60;60;60;60;62;60;65;65;64;62
Gademan;Sam;Netherlands;20000802;0;0;63;60;60;60;63;69;65;65;61;64;60;62;61
Jakin;Alo;Estonia;19861114;0;0;72;60;64;65;64;62;65;63;71;70;68;64;72
Vosekalns;Andris;Latvia;19920626;0;0;68;60;62;60;60;60;67;65;64;66;68;62;62
Vernon;Ethan;United Kingdom;20000826;188;74;75;62;66;68;72;74;75;71;68;74;64;66;65
Ahlsson;Jacob;Sweden;19980803;0;0;64;60;60;60;69;67;60;60;60;68;60;60;60
Stepanov;Andrei;Russia;19990418;0;0;65;60;60;60;67;66;62;61;61;64;63;64;60
Tesson;Jason;France;19980109;166;59;71;63;67;63;63;63;74;75;73;71;67;70;64
Gonov;Lev;Russia;20000106;0;0;67;68;62;60;70;69;70;69;62;71;67;66;63
Gluth;Martin;Germany;19910725;178;67;67;63;64;60;60;60;65;66;64;66;63;66;66
Biberger;Anian;Germany;20010912;0;0;61;60;60;60;61;61;60;60;60;60;60;60;60
Gloag;Thomas;United Kingdom;20010913;0;0;64;73;67;60;62;61;62;67;63;70;71;70;66
Boileau;Alan;France;19990625;171;57;67;70;66;62;62;61;67;73;63;68;70;73;69
Hellemose;Asbjørn;Denmark;19990115;192;65;66;71;69;61;60;60;62;64;68;70;70;69;65
Zambanini;Edoardo;Italy;20010421;180;62;70;72;65;63;62;62;65;72;70;71;68;73;66
Campos;Roniel;Venezuela;19930727;0;0;63;71;63;60;63;62;61;64;60;66;65;68;69
Zingle;Axel;France;19981218;173;67;73;64;71;64;68;72;72;76;73;75;68;76;73
Adorno Ledesma;Francisco;Paraguay;20010927;0;0;62;61;60;60;61;61;60;62;62;60;60;63;60
Agostini;Nicholas;Italy;20000901;0;0;61;61;62;60;60;60;60;63;62;62;60;64;60
Aguilera;Milton Jesus;Argentina;20021215;0;0;61;60;60;60;60;60;60;60;61;60;60;60;60
Allard;Matéo;France;20020711;165;0;61;67;61;60;61;61;60;63;61;62;65;64;62
An;Hao;China;20021012;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Andersen;Kasper;Denmark;20020701;0;0;70;61;62;62;60;62;67;68;66;68;63;65;65
Andersen;Mads;Denmark;20001127;0;0;70;60;65;60;62;60;64;62;65;70;62;65;70
Andresen;Tobias Lund;Denmark;20020820;0;0;71;62;72;66;63;61;68;71;70;72;65;68;70
Aparicio;Mario;Spain;20000423;185;68;63;70;62;60;60;62;60;63;61;65;67;67;65
Arboleda;Anderson;Colombia;20010417;0;0;63;60;60;60;64;63;62;61;60;62;62;61;60
Archibold;Franklin;Panama;19970824;0;0;66;68;62;60;66;66;65;69;61;66;69;69;62
Armstrong;Thomas;United Kingdom;19940827;0;0;63;65;63;60;60;60;63;65;65;65;64;66;62
Arnau;Nicolas;Argentina;20030327;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Arrieta;Igor;Spain;20021208;182;64;69;75;72;63;69;67;66;72;68;73;69;73;71
Arroyo;Victor;Argentina;19880324;0;0;67;60;60;60;60;61;65;65;61;63;65;60;66
Artz;Huub;Netherlands;20020514;185;65;64;64;64;63;62;61;64;66;64;66;67;63;64
Assylbek;Galymzhan;Kazakhstan;20010407;182;66;61;60;60;60;60;60;60;60;60;60;61;61;60
Ayuso;Juan;Spain;20020916;183;65;70;76;77;60;72;73;67;75;71;75;72;77;75
Aznar;Unai;Spain;20020726;175;0;61;62;60;60;62;64;61;62;60;61;62;61;60
Azparren;Enekoitz;Spain;20020205;0;0;61;65;60;60;61;60;60;60;60;63;62;64;66
Bagatin;Christian;Italy;20020614;0;0;61;63;64;60;61;62;61;62;62;63;61;64;62
Baiyrbekov;Bakbergen;Kazakhstan;20001226;0;0;61;60;60;60;60;60;61;60;60;60;60;60;60
Balestra;Lorenzo;Italy;20020924;185;72;66;61;63;61;60;60;63;64;64;64;62;64;60
Barbosa;Diogo;Portugal;20000613;180;65;62;64;61;60;62;61;60;62;63;64;65;64;61
Barnhill;Zac;Australia;20021108;0;0;62;62;61;60;61;62;62;63;60;61;61;64;63
Barragan Pinzon;Edison Geovanny;Mexico;19940131;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Barrenetxea;Jon;Spain;20000420;188;74;68;64;64;60;62;61;63;67;63;67;67;67;72
Barsotelli;Matteo;Italy;20001208;0;0;63;60;61;60;60;60;60;62;61;60;60;62;62
Bastiaens;Ayco;Belgium;19960603;0;0;65;62;67;63;60;60;65;67;61;66;65;64;68
Bedic;Matija;Croatia;19951113;0;0;60;60;60;60;61;61;60;60;60;60;60;60;60
Belandria;Juan;Venezuela;19970721;0;0;62;66;60;60;60;60;60;62;60;61;66;64;66
Belmans;Lennert;Belgium;20020215;0;0;61;60;69;61;60;60;60;62;60;61;60;61;61
Beniusis;Justus;Lithuania;19971118;192;85;68;60;65;64;65;64;66;65;64;66;62;60;65
Bennett;Iven;Australia;19970406;0;0;62;61;60;60;61;60;60;60;60;61;61;63;60
Benouzza;Hicham;Morocco;19910321;0;0;64;60;60;60;60;60;63;62;62;63;60;60;63
Berasi;Michele;Italy;20020113;0;0;60;64;62;60;60;60;60;61;60;61;62;62;62
Berehe;Welay Hagos;Ethiopia;20011022;0;0;62;62;60;60;63;63;60;62;60;61;60;64;67
Bersenev;Nikita;Russia;20000325;0;0;62;63;60;60;60;60;62;65;62;60;60;64;62
Berthet;Clément;France;19970802;183;68;66;75;77;62;60;60;64;72;68;72;65;74;71
Besaha;Mikhail;Belarus;19891103;0;0;60;60;60;60;61;60;60;60;60;60;60;61;61
Bevilacqua;Antonio;Italy;20020522;0;0;62;60;60;60;63;63;60;60;60;61;60;61;60
Bialonczyk;Kamil;Poland;19981215;0;0;61;60;60;60;60;60;60;60;60;60;60;60;61
Bidwell;Andrew;New Zealand;20001217;0;0;63;64;64;60;61;61;62;64;62;65;62;66;61
Bitinas;Mantas;Lithuania;20020830;178;66;64;60;60;60;62;61;64;64;62;64;62;62;62
Bittner;Pavel;Czech Republic;20021029;185;0;70;62;69;65;64;63;71;73;69;70;67;69;66
Blouwe;Louis;Belgium;19991119;182;71;68;64;63;64;60;63;67;71;67;67;64;67;70
Blum;Elia;Switzerland;20010604;0;0;62;64;64;60;61;61;60;61;60;61;64;63;61
Bogna;Alex;Australia;20021101;0;0;61;67;60;60;60;60;60;60;60;67;62;64;61
Bonaldo;Kevin;Italy;20000809;181;68;67;60;62;60;60;60;69;68;64;62;60;63;60
Boniface;Lucas;France;20001024;0;0;64;60;67;60;60;60;66;68;60;63;60;64;60
Boons;Jente;Belgium;20020319;190;79;63;60;61;62;60;60;61;62;63;63;62;62;62
Borresch;Julian;Germany;20020319;0;0;61;61;60;60;62;63;60;60;60;62;62;62;60
Bortoluzzi;Giovanni;Italy;20021103;0;0;64;60;61;60;65;66;61;62;61;62;60;62;60
Braet;Vito;Belgium;20001102;184;70;72;62;62;69;60;66;70;70;71;71;64;69;64
Bravo;Leonardo;Argentina;20020801;0;0;62;60;60;60;60;60;61;61;61;60;60;60;60
Bricis;Dainis;Belarus;19981019;0;0;61;60;62;60;61;60;60;60;60;61;60;60;60
Broex;Victor;Netherlands;20000131;190;75;70;60;63;65;60;62;66;65;67;66;64;63;63
Broge;Nils;Denmark;19920109;182;75;71;62;62;60;68;67;71;73;68;72;65;66;70
Brogi;Adriano;Italy;19910720;0;0;65;65;65;60;63;63;64;67;65;67;64;68;67
Brown;Jim;United Kingdom;20001002;182;69;67;60;60;60;60;61;67;67;60;60;60;62;60
Brugna;Alessio;Italy;19950403;0;0;65;60;61;60;60;60;68;69;60;67;60;63;62
Brun;Pablo;Argentina;19820309;0;0;61;60;60;60;60;60;60;60;60;61;60;60;61
Bruzual;Jose;Venezuela;19960121;0;0;65;62;61;60;60;60;61;62;60;62;64;61;67
Brynsrud;Magnus;Norway;20001214;0;0;62;66;63;60;61;65;61;66;61;63;64;65;62
Buchanan;Franco;Argentina;19921106;0;0;61;62;62;60;63;63;61;63;61;61;60;62;61
Bueno;Jorge;Spain;19960206;177;57;64;64;61;60;60;60;60;61;60;61;62;62;62
Buijk;Bart;Netherlands;19930501;0;0;62;61;61;60;60;60;61;62;61;61;64;62;65
Bulut;Samet;Turkey;20020818;0;0;61;64;61;60;60;60;60;61;60;61;61;64;60
Buratti;Nicolo;Italy;20010707;0;0;65;63;63;60;60;60;68;70;65;65;63;65;61
Burnett;Josh;New Zealand;20001026;187;73;61;67;63;60;62;62;61;64;61;65;65;66;62
Buschek;Paul;Austria;20020719;181;67;63;62;62;60;62;65;62;62;61;65;62;63;61
Cabrera Medina;Ramon;Panama;20020814;0;0;63;60;60;60;60;60;61;63;61;60;60;61;60
Cali;Francesco;Italy;20020417;181;0;63;63;63;60;64;64;65;67;63;64;64;64;63
Campos;Maurizio;Argentina;20011222;0;0;61;61;61;60;60;60;62;64;61;60;61;62;61
Camrda;Karel;Czech Republic;20010608;0;0;63;69;65;60;60;64;60;66;63;67;65;68;63
Cao;Marco;Italy;20020523;0;0;62;61;62;60;61;61;63;63;62;60;61;62;62
Carollo;Francesco;Italy;20000817;0;0;64;60;61;60;60;60;66;68;61;64;63;63;65
Carpene;Samuele;Italy;20000331;0;0;64;63;61;60;62;61;64;65;63;66;62;67;65
Carrascosa;Pablo;Spain;20021007;178;0;62;64;61;60;61;61;60;61;60;62;63;64;61
Carvalho;Rui;Portugal;19950428;175;60;61;60;65;61;60;60;60;62;62;63;61;63;62
Castor;Jake;United States;19870708;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Castresana;Pablo;Spain;20020712;172;0;60;62;60;60;60;60;60;60;60;60;60;62;61
Rato Castrillo;Mauro;Spain;19940522;0;0;61;64;61;60;60;60;61;63;62;62;60;63;61
Cattapán;Facundo Matias;Argentina;19980505;0;0;64;60;60;60;60;60;63;65;60;65;63;61;65
Cattelan;Davide;Italy;20011106;0;0;65;62;61;61;62;63;61;63;62;63;60;63;64
Chang;Zhen;China;20020518;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Charniauski;Ivan;Belarus;19991015;181;74;65;60;60;60;61;62;62;61;61;64;60;60;62
Chaussinand;Joris;France;20020226;0;0;62;62;62;60;60;60;60;63;62;61;63;64;61
Christen;Fabio;Switzerland;20020629;184;0;65;67;69;61;63;63;63;67;64;68;67;70;65
Chromy;Kyle;United States;20020322;0;0;65;60;61;60;61;63;65;65;61;64;64;61;60
Cianci;Sebastian;Argentina;19950718;0;0;62;60;60;60;62;62;61;60;60;61;63;60;61
Cissé;Issiaka;Cote d'Ivoire;19910920;0;0;67;64;60;60;63;61;66;69;65;65;68;68;63
Coati;Luca;Italy;19991130;0;0;65;60;60;60;67;65;68;68;63;64;60;60;60
Colnar;Aljaz;Slovenia;20020216;183;63;63;66;62;60;61;62;62;63;62;63;61;63;63
Colombo;Filippo;Switzerland;19971220;184;73;66;65;73;60;60;60;65;71;62;68;62;70;70
Coqueret;Louis;France;20010215;0;0;64;62;63;61;63;62;62;67;61;65;64;63;71
Cortjens;Ryan;Belgium;20010108;184;76;62;62;69;60;61;65;63;68;62;66;64;65;62
Costa;Fabian;Austria;19941008;0;0;62;60;69;60;60;60;64;65;62;63;60;63;61
Couanon;Jonathan;France;19970408;0;0;69;64;66;64;60;60;69;71;68;69;67;68;66
Criado de Frutos;Daniel;Spain;20020217;178;0;62;61;61;60;60;60;61;62;60;61;62;63;61
Crisafulli;Facundo;Argentina;19960320;0;0;64;60;61;60;61;65;65;65;60;67;64;60;62
Cruz Gariboldi;Juan;Argentina;20010325;0;0;62;60;60;60;60;60;61;61;61;61;60;60;61
Culverwell;Sam;United Kingdom;20001005;0;0;66;60;62;64;60;62;63;66;61;64;62;65;71
Currie;Logan;New Zealand;20010624;0;85;67;63;62;65;69;68;62;62;64;69;63;67;62
Curuchet;Juan Ignacio;Argentina;19930704;0;0;68;60;62;60;60;60;64;64;62;65;64;60;68
Czasa;Moritz;Germany;20020603;194;70;61;60;60;60;64;63;60;60;60;62;60;60;60
d'Amato;Andrea;Italy;20021114;0;0;63;60;60;60;60;60;67;67;61;63;60;61;60
D'heygere;Gil;Belgium;19980330;184;76;69;60;72;64;60;60;71;71;68;70;62;65;62
Da Silva;Tiano;South Africa;20010417;0;0;61;60;60;60;61;61;60;60;60;61;61;61;60
Daniels;Simon;Belgium;19970123;0;0;68;60;60;64;60;60;71;69;67;66;64;62;60
Daugé;Lucas;France;19961228;167;0;61;64;61;60;60;60;60;61;62;63;62;62;63
Day;Thomas;United Kingdom;20020717;0;0;63;60;65;62;62;64;60;61;60;60;60;63;62
De Broeder;Maxwell;Belgium;19990506;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
De Cassan;Davide;Italy;20020104;0;0;62;67;63;60;62;64;61;62;62;63;64;64;67
De Lie;Arnaud;Belgium;20020316;182;77;75;60;68;71;62;62;78;79;72;76;64;70;68
De Pooter;Dries;Belgium;20021108;181;61;71;65;66;66;61;62;68;69;70;70;66;70;68
De Pretto;Davide;Italy;20020419;0;58;64;65;63;60;61;61;64;67;64;65;65;67;63
De Ville de Goyet;Ivan;Belgium;20021129;0;0;61;61;60;60;60;60;60;61;60;61;60;63;62
Debruyne;Ramses;Belgium;20020831;179;66;66;67;63;64;61;65;65;68;66;68;67;67;63
Declerck;Jelle;Belgium;20021126;0;0;65;60;64;63;65;65;62;64;64;64;64;66;63
Deelstra;Huub;Netherlands;20000413;184;66;63;67;62;60;63;64;61;63;62;66;66;63;67
Del Negro;Agustin;Argentina;20000303;0;0;67;60;61;60;65;62;65;64;62;66;61;60;63
Delettre;Alexandre;France;19971025;170;62;72;65;65;67;60;60;69;73;72;73;68;74;75
Denisov;Denis;Russia;20021207;0;0;61;60;60;60;60;64;66;67;61;60;61;60;60
Depe;Serdar;Turkey;19980220;0;0;62;63;65;60;60;60;60;62;61;61;61;65;62
Desriac;Loic;France;19890721;0;0;64;60;62;60;63;65;64;66;62;65;69;67;63
Devins;Matthew;Ireland;20020530;0;0;64;62;60;62;61;61;63;62;63;62;60;64;61
Di Benedetto;Stefano;Italy;19980316;0;0;63;61;63;60;60;62;65;67;64;61;61;64;60
Diaz;Adrian Lorenzo;Argentina;19980614;0;0;65;60;60;60;60;60;64;64;61;63;62;60;62
Dignani;Filippo;Italy;20020125;0;0;63;62;64;60;61;62;63;67;63;64;61;65;64
Dostiyev;Ilkhan;Kazakhstan;20020708;174;55;62;63;61;60;60;60;61;61;60;60;62;62;62
Drescher;Laurin;Germany;20020206;186;83;63;60;60;60;61;64;63;63;60;64;60;60;60
Dreßler;Luca;Germany;20020108;180;0;65;62;62;60;62;64;65;68;65;67;62;67;63
Duckert;Roman;Germany;20020112;177;68;63;63;61;60;60;60;62;64;62;62;63;65;61
Dujardin;Sandy;France;19970529;178;0;71;64;75;66;60;66;73;76;71;74;65;72;69
Duojie;Cairang;China;20000701;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Duric;Dorde;Serbia;20000621;0;0;65;60;63;60;60;60;66;68;60;63;66;64;62
Echavarria;Alonso;Colombia;20010307;0;0;62;62;60;60;61;61;61;62;60;60;62;62;60
Eddy;Patrick;Australia;20021017;188;79;64;60;60;61;66;65;63;64;62;65;60;63;62
